song_id,song_name,album_name,artist_name
9930,First Things First,Below the Heavens,Exile
9931,Greater Love,Below the Heavens,Exile
2228,The Metal,The Pick Of Destiny,Tenacious D
5511,Keys to the Kingdom,The Hunting Party,Linkin Park
1729,Just Because I Do,At Dawn,My Morning Jacket
7342,Live Those Songs,"No Shoes, No Shirt, No Problems",Kenny Chesney
7249,Life Is Good,Everywhere We Go,Kenny Chesney
4124,Somebody Take Me Home,The Road And The Radio,Kenny Chesney
7340,Dreams,"No Shoes, No Shirt, No Problems",Kenny Chesney
7343,One Step Up,"No Shoes, No Shirt, No Problems",Kenny Chesney
4123,Tequila Loves Me,The Road And The Radio,Kenny Chesney
7252,Baptism (with Randy Travis),Everywhere We Go,Kenny Chesney
3921,Missin You Again,Jb and The Moonshine Band,JB and The Moonshine Band
7320,This I Gotta See,This I Gotta See,Andy Griggs
7322,Careful Where You Kiss Me,This I Gotta See,Andy Griggs
2358,She's More,You Won' t Ever Be Lonely,Andy Griggs
3919,Love Don't Let You Decide,Jb and The Moonshine Band,JB and The Moonshine Band
9270,Kody,Yourself or Someone Like You,Matchbox Twenty
2433,"Nobody's Fool (Theme from ""Caddyshack II"")",Back To Avalon,Kenny Loggins
4485,True Blue,True Blue (Reissue),Madonna
2410,Tears To Snow,Knock Madness,Hopsin
7486,Hot 16'S,Raw,Hopsin
10271,Black Dog - Basic Track with Guitar Overdubs,Led Zeppelin IV (Deluxe Edition),Led Zeppelin
10342,Friday Night,Twistification,The Last Royals
11335,Chloe,Never Trust a Happy Song,Grouplove
648,Edge of Seventeen,Timespace - The Best Of Stevie Nicks,Stevie Nicks
6728,Dulcinea,Man of La Mancha (New Broadway Cast Recording (2002)),Brian Stokes Mitchell
6729,The Impossible Dream (The Quest),Man of La Mancha (New Broadway Cast Recording (2002)),Brian Stokes Mitchell
8062,Bush Song,The Language of My World,Macklemore
8066,Remember High School,The Language of My World,Macklemore
9048,Never Dies (feat. Lil Eddie),"Amsterdam Trap Music, Vol. 2",Yellow Claw
3718,If I Run,Timing Is Everything,Voxhaul Broadcast
1129,Crystal Clear,Almost There EP,Opus Orange
3221,Small Talk,New Medium,Faded Paper Figures
3304,Anthem,Lady Danville EP,Lady Danville
3305,Tired Magician,Lady Danville EP,Lady Danville
3306,Cast Away,Lady Danville EP,Lady Danville
3307,Love to Love,Lady Danville EP,Lady Danville
3308,David,Lady Danville EP,Lady Danville
1276,Homeward Bound / Home (Glee Cast Version),"Glee: The Music, Season 4 Volume 1",Glee Cast
5035,Somethin' Stupid (Glee Cast Version),"Glee: The Music, The Complete Season Four",Glee Cast
5718,Comes Love,Both Sides Now,Joni Mitchell
4066,River of Gold,Things We've Said,Daniela Andrade
8485,Bird Song,Lake Bottom Lp,The Chapin Sisters
8484,Let Me Go,Lake Bottom Lp,The Chapin Sisters
2217,Maybe Something's Wrong,When You Dream,Sara Jackson-Holman
8141,Siren Song - Audiotree Live Version,The Brother Brothers on Audiotree Live,The Brother Brothers
2929,Get to Me,My Private Nation,Train
5363,My Adorable One,When A Man Loves A Woman,Percy Sledge
10078,Moonlight Kiss,Lonely Street,Bap Kennedy
10629,Angels,In This Skin (Deluxe Edition),Jessica Simpson
7266,Mis Ojos Lloran Por Ti,Mis Ojos Lloran Por Ti,Big Boy
9746,Al Filo de Tu Amor,VIVES,Carlos Vives
10663,Déjala Que Vuelva (feat. Manuel Turizo),Déjala Que Vuelva (feat. Manuel Turizo),Manuel Turizo
2106,The Boxer,Echo Echo,Carbon Leaf
2107,Toy Soldiers,Echo Echo,Carbon Leaf
3132,Hot Water,She's Like Texas,Josh Abbott Band
3126,The Walking Out,She's Like Texas,Josh Abbott Band
3130,Brushy Creek,She's Like Texas,Josh Abbott Band
3135,Let My Tears Be Still,She's Like Texas,Josh Abbott Band
5483,"Texas Bound and Flyin' (from the Motion Picture ""Smokey and the Bandit II"")",The Essential Jerry Reed,Jerry Reed
10991,"No Pain, (No Gain)",Mother Wit,Betty Wright
4699,Raising Hell,Raising Hell,Run–D.M.C.
5830,Sometimes a Fantasy,Glass Houses,Billy Joel
9115,The Break Up Song,"Greg Kihn Band ""Best Of Beserkley"" '75 - '84",The Greg Kihn Band
2054,Cherokee,The Final Countdown (Expanded Edition),Europe
6031,Her Song,Molting EP,Shaprece
6889,Your Love Is Calling My Name,Slave Ambient,The War On Drugs
2753,Quantum Leap,We Must Become the Pitiless Censors of Ourselves,John Maus
10312,Anything New,"She Didn't Know 7""",Twerps
10220,Kiss You Forever,Pacific Standard Time,Poolside
9579,Swimsuit,Cayucos b/w Swimsuit,Cayucas
2310,Dents,Tin Fist,The Acorn
8714,Sweet Dreams,Phases,Angel Olsen
3278,Long Long Time,Nothing To Hide,Rebel Souljahz
3275,Endlessly,Nothing To Hide,Rebel Souljahz
3274,Skankin',Nothing To Hide,Rebel Souljahz
3279,Bring Back the Days,Bring Back The Days,Rebel Souljahz
3277,I'm Not The Man For You,Nothing To Hide,Rebel Souljahz
3280,Take A Look In My Eyes,Bring Back The Days,Rebel Souljahz
3286,Don't Stop the Music,Bring Back The Days,Rebel Souljahz
3285,I Do,Bring Back The Days,Rebel Souljahz
3284,Sweet Thang,Bring Back The Days,Rebel Souljahz
3281,She's Mine,Bring Back The Days,Rebel Souljahz
3282,Give A Little Time,Bring Back The Days,Rebel Souljahz
3283,Make It Like It Was,Bring Back The Days,Rebel Souljahz
9301,Kids (2 Finger an den Kopf),Zum Glück in die Zukunft II,Marteria
10515,Worth It,Slime Season 3,Young Thug
11244,José,K.O.B. Live,Aventura
11249,Llorar - Live,K.O.B. Live,Aventura
11253,La Película - Live,K.O.B. Live,Aventura
11254,Todavia Me Amas - Live,K.O.B. Live,Aventura
11259,La Boda - Live,K.O.B. Live,Aventura
11243,Controversia,K.O.B. Live,Aventura
1597,On The Roof Again,Horrorscope,Eve 6
1595,Rescue,Horrorscope,Eve 6
11274,Helpless,Deja Vu,"Crosby, Stills, Nash & Young"
8316,Apocalypse,Cigarettes After Sex,Cigarettes After Sex
4558,Moon River,Now The Day Is Over,The Innocence Mission
523,Lack of Communication,Out Of The Cellar,Ratt
1631,Desire,No More Tears (Expanded Edition),Ozzy Osbourne
2334,The Deeper the Love - 2009 Remaster,Slip of the Tongue (20th Anniversary Edition),Whitesnake
6482,Molly (16 Candles),The Hits,Sponge
411,Alone Again,Tooth And Nail,Dokken
2646,Image-Autumn-Womb,The Malady Of Elegance,Goldmund
2647,In A Notebook,The Malady Of Elegance,Goldmund
2648,Finding It There,The Malady Of Elegance,Goldmund
2649,Subtle The Sum,The Malady Of Elegance,Goldmund
2651,Now,The Malady Of Elegance,Goldmund
2652,The Winter Of 1539-1540,The Malady Of Elegance,Goldmund
2653,Ouendake,The Malady Of Elegance,Goldmund
2654,John Harrington,The Malady Of Elegance,Goldmund
2655,Apalachee,The Malady Of Elegance,Goldmund
2656,The Gardener,The Malady Of Elegance,Goldmund
2657,Gifts,The Malady Of Elegance,Goldmund
2658,Clement Danes,The Malady Of Elegance,Goldmund
2659,Evelyn,The Malady Of Elegance,Goldmund
1364,Count Dem Rolls (feat. Uzi Gang),Count Dem Rolls (feat. Uzi Gang),Uzi Gang
7768,Rollerskating,"One Jug Of Wine, Two Vessels",Neva Dinova
7770,Someone's Love,"One Jug Of Wine, Two Vessels",Neva Dinova
7771,I Know You,"One Jug Of Wine, Two Vessels",Neva Dinova
7772,Tripped,"One Jug Of Wine, Two Vessels",Neva Dinova
7773,Black Comedy,"One Jug Of Wine, Two Vessels",Neva Dinova
7774,Poison,"One Jug Of Wine, Two Vessels",Neva Dinova
7775,I'll Be Your Friend,"One Jug Of Wine, Two Vessels",Neva Dinova
7776,Get Back,"One Jug Of Wine, Two Vessels",Neva Dinova
7777,Spring Cleaning,"One Jug Of Wine, Two Vessels",Neva Dinova
7765,Reinvent The Wheel,Four Winds,Bright Eyes
7766,Stray Dog Freedom,Four Winds,Bright Eyes
1856,Messenger Bird's Song,There Is No Beginning To The Story,Bright Eyes
1857,We Are Free Men,There Is No Beginning To The Story,Bright Eyes
1859,Untitled,There Is No Beginning To The Story,Bright Eyes
7807,"A Line Allows Progress, A Circle Does Not",Every Day And Every Night,Bright Eyes
7809,On My Way To Work,Every Day And Every Night,Bright Eyes
7811,Neely O'Hara,Every Day And Every Night,Bright Eyes
1946,The Invisible Gardener,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1947,Patient Hope In New Snow,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1949,Falling Out Of Love At This Volume,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1950,"Exaltation On A Cool, Kitchen Floor",A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1952,Puella Quam Amo Est Pulchra,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1953,Driving Fast Through A Big City At Night,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1954,How Many Lights Do You See?,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1955,I Watched You Taking Off,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1956,A Celebration Upon Completion,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1957,"Emily, Sing Something Sweet",A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1958,All Of The Truth,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1959,One Straw (Please),A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1960,Lila,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1961,A Few Minutes On Friday,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1962,Supriya,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1963,Solid Jackson,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
1964,Feb. 15th,A Collection Of Songs Written And Recorded 1995-1997,Bright Eyes
9787,Padraic My Prince,Letting Off The Happiness,Bright Eyes
9784,The City Has Sex,Letting Off The Happiness,Bright Eyes
9790,Touch,Letting Off The Happiness,Bright Eyes
9792,Pull My Hair,Letting Off The Happiness,Bright Eyes
9793,A Poetic Retelling Of An Unfortunate Seduction,Letting Off The Happiness,Bright Eyes
2221,Small Town Girl,Small Town Girl,Kellie Pickler
7730,One Man Army,Happiness...Is Not a Fish That You Can Catch,Our Lady Peace
1278,Again & Again,Gift (Explicit Version),Taproot
473,In My Dreams (Re-Recorded / Remastered),Greatest Hits (Re-Recorded / Remastered Versions),Dokken
10427,Promise (Go And Get Your Tickets Mix) (feat. R. Kelly),The Evolution,Ciara
4969,For You,12 Play,R. Kelly
54,"Ready, Willing & Able",Ghetto Love,Jaheim
55,Forever,Ghetto Love,Jaheim
53,Remarkable (feat. Terry Dexter),Ghetto Love,Jaheim
3869,"March of the Toys (from ""Babes in Toyland"")",Joy To The World,John Williams
5385,Somewhere in My Memory - Chorus & Orchestra Version,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],John Williams
7898,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",A Perry Como Christmas,Perry Como
4013,Backlash,Minus The Machine (Bonus Track Version),10 Years
10248,Swinging The Dead,DevilDriver,DevilDriver
11385,Guitar,Prolonging the Magic,Cake
11383,Mexico,Prolonging the Magic,Cake
8198,Come On (Let the Good Times Roll),Electric Ladyland,Jimi Hendrix
10096,Never Know,Something Different,Why Don't We
61,Nobody Gotta Know,Only The Beginning,Why Don't We
10093,Tell Me,Something Different,Why Don't We
62,Just to See You Smile,Only The Beginning,Why Don't We
10095,Air of the Night (Smooth Step),Something Different,Why Don't We
10094,Made For,Something Different,Why Don't We
63,On My Way,Only The Beginning,Why Don't We
65,Free,Only The Beginning,Why Don't We
64,Perfect,Only The Beginning,Why Don't We
4689,We're Still Here,We're Still Here,Sleeping At Last
4842,Into Yesterday,Surf's Up Music From The Motion Picture,Nine Black Alps
5416,Starstruck,One For The Kids,Yellowcard
5417,Trembling,One For The Kids,Yellowcard
5419,October Nights,One For The Kids,Yellowcard
5420,Rock Star Land,One For The Kids,Yellowcard
5421,For Pete's Sake,One For The Kids,Yellowcard
5422,A.W.O.L.,One For The Kids,Yellowcard
1815,Uphill Both Ways,Where We Stand,Yellowcard
9544,Too Much Too Soon,American Idiot (Deluxe),Green Day
9545,Shoplifter,American Idiot (Deluxe),Green Day
9546,Governator,American Idiot (Deluxe),Green Day
9041,Carnival Lights,Long Cold Fall,The Dirty River Boys
11363,Lullaby,Taking The Long Way,The Chicks
11364,I Hope,Taking The Long Way,The Chicks
8322,Freakin 'N' Geekin,SupaJefe,Kap G
9026,Southside,El Southside,Kap G
11366,Ooh Love - Neon Dreams Remix,Ooh Love (Neon Dreams Remix),Neon Dreams
6429,Genghis Khan - Yacht Club Remix,Genghis Khan (Remixes),Miike Snow
6631,Toys,Prologue,Life of Dillon
5683,Vein Melter,Head Hunters,Herbie Hancock
3960,Riding West Dub,Bunny Lee Presents the Late Great King Tubby: The Legacy,King Tubby
5754,Charlie Brown,Joe Cool's Blues,Wynton Marsalis Septet
8739,Blue Trombone,The Trombone Master,J.J. Johnson
895,Lazy Bird,Funkin' For Jamaica,Tom Browne
896,I Never Was A Cowboy,Funkin' For Jamaica,Tom Browne
7038,Body and Soul,Monk's Dream,Thelonious Monk
7039,Bright Mississippi - Take 1,Monk's Dream,Thelonious Monk
7040,Five Spot Blues,Monk's Dream,Thelonious Monk
7041,Blue Bolivar Blues - Take 2,Monk's Dream,Thelonious Monk
7042,Just a Gigolo,Monk's Dream,Thelonious Monk
7043,Bye-Ya,Monk's Dream,Thelonious Monk
7044,Sweet and Lovely,Monk's Dream,Thelonious Monk
7045,Monk's Dream - Take 3,Monk's Dream,Thelonious Monk
7046,Body and Soul - Take 1,Monk's Dream,Thelonious Monk
7047,Bright Mississippi - Take 3,Monk's Dream,Thelonious Monk
7048,Blue Bolivar Blues - Take 1,Monk's Dream,Thelonious Monk
5681,Chameleon,Head Hunters,Herbie Hancock
6312,Hey Jack Kerouac - Live Unplugged,MTV Unplugged,"10,000 Maniacs"
3523,Get Mine (feat. Snoop Dogg),Get Mine (feat. Snoop Dogg),Snoop Dogg
4334,Special Love (feat. Dakari),Special Love (feat. Dakari),G-Eazy
4093,"Shake It Up (feat. E-40, MadeinTYO & 24hrs)","Shake It Up (feat. E-40, MadeinTYO & 24hrs)",24hrs
722,Where You Lead I Will Follow,Love Makes the World,Carole King
8990,Shake You Down,Shake You Down (Expanded Edition),Gregory Abbott
8522,FIGHT,SATURATION II,BROCKHAMPTON
8212,Say anymore,low kii savage,Kiiara
9164,Acangana,30th Anniversary,El Gran Combo De Puerto Rico
9165,Ojos Chinos,30th Anniversary,El Gran Combo De Puerto Rico
9166,La Calle Dolor,30th Anniversary,El Gran Combo De Puerto Rico
9167,Milonga Sentimental,30th Anniversary,El Gran Combo De Puerto Rico
9168,Ponme el Alcolado Juana,30th Anniversary,El Gran Combo De Puerto Rico
9169,Caballo Pelotero,30th Anniversary,El Gran Combo De Puerto Rico
9170,Por el Pecho No,30th Anniversary,El Gran Combo De Puerto Rico
9171,Don Goyo,30th Anniversary,El Gran Combo De Puerto Rico
9172,Julia,30th Anniversary,El Gran Combo De Puerto Rico
9173,Los Zapatos de Manacho,30th Anniversary,El Gran Combo De Puerto Rico
9174,La Salsa de Hoy,30th Anniversary,El Gran Combo De Puerto Rico
9175,Vagabundo,30th Anniversary,El Gran Combo De Puerto Rico
9176,Brujeria,30th Anniversary,El Gran Combo De Puerto Rico
3038,El Menu,Happy Days,El Gran Combo De Puerto Rico
3245,La Fiesta de 'Pilito',Nuestra Musica,El Gran Combo De Puerto Rico
9177,Garantia,30th Anniversary,El Gran Combo De Puerto Rico
3037,Cupido,Romantico y Sabroso,El Gran Combo De Puerto Rico
3260,Amame,¡Amame!,El Gran Combo De Puerto Rico
9178,Me Lo Conto Tu Papa,30th Anniversary,El Gran Combo De Puerto Rico
11495,El Molojilla Del Cañaveral,Mis 30 Mejores Canciones,Jerry Rivera
11496,Ya No Soy el Niño Aquel,Mis 30 Mejores Canciones,Jerry Rivera
11497,Pienso en Ti,Mis 30 Mejores Canciones,Jerry Rivera
11498,No Hieras Mi Vida,Mis 30 Mejores Canciones,Jerry Rivera
11499,Vuela Libre,Mis 30 Mejores Canciones,Jerry Rivera
11500,Sólo Tú,Mis 30 Mejores Canciones,Jerry Rivera
11501,Ahora Que Estoy Solo,Mis 30 Mejores Canciones,Jerry Rivera
11503,Amor de Fotografía,Mis 30 Mejores Canciones,Jerry Rivera
11504,Como Tú,Mis 30 Mejores Canciones,Jerry Rivera
11505,Me Estoy Muriendo De Amor,Mis 30 Mejores Canciones,Jerry Rivera
11506,Una En Un Million,Mis 30 Mejores Canciones,Jerry Rivera
11507,Chiquilla,Mis 30 Mejores Canciones,Jerry Rivera
11494,Tal Vez,Mis 30 Mejores Canciones,Jerry Rivera
11509,Dime,Mis 30 Mejores Canciones,Jerry Rivera
11510,Esa Niña,Mis 30 Mejores Canciones,Jerry Rivera
11492,Nada Sin Ti,Oro Salsero,Jerry Rivera
11511,Como un Milagro,Mis 30 Mejores Canciones,Jerry Rivera
11512,Deseo Loco,Mis 30 Mejores Canciones,Jerry Rivera
11513,Lloraré,Mis 30 Mejores Canciones,Jerry Rivera
11514,Loco de Amor,Mis 30 Mejores Canciones,Jerry Rivera
11515,Desde Que Tu No Estas,Mis 30 Mejores Canciones,Jerry Rivera
11516,Digo Tu Nombre,Mis 30 Mejores Canciones,Jerry Rivera
11517,Magia,Mis 30 Mejores Canciones,Jerry Rivera
3445,"Here I Am, Lord",Table of Plenty,John Michael Talbot
3443,Be Not Afraid,Table of Plenty,John Michael Talbot
3447,On Eagles Wings,Table of Plenty,John Michael Talbot
3446,"One Bread, One Body",Table of Plenty,John Michael Talbot
3444,We Are One Body,Table of Plenty,John Michael Talbot
3448,Glory and Praise To Our God,Table of Plenty,John Michael Talbot
3442,Table of Plenty,Table of Plenty,John Michael Talbot
9266,Girl Like That,Yourself or Someone Like You,Matchbox Twenty
9269,Argue,Yourself or Someone Like You,Matchbox Twenty
9271,Busted,Yourself or Someone Like You,Matchbox Twenty
9272,Shame,Yourself or Someone Like You,Matchbox Twenty
5170,Get out of My Mind,Looking for Lucky,Hootie & The Blowfish
4895,Don't You Worry Child,"The Covers, Vol. 4",Madilyn Bailey
4589,Jimmy,Thoroughly Modern Millie (Original Broadway Cast Recording),Sutton Foster
11101,Hair,Hair (The New Broadway Cast Recording),'Hair' Tribe
11100,Aquarius,Hair (The New Broadway Cast Recording),'Hair' Tribe
8878,Wouldn't It Be Loverly,My Fair Lady,Rex Harrison
6884,Shuffle Off to Buffalo,42nd Street (Original Cast Recording),42nd Street Ensemble
6885,42nd Street,42nd Street (Original Cast Recording),42nd Street Ensemble
6883,Lullaby of Broadway,42nd Street (Original Cast Recording),42nd Street Ensemble
4433,Bali Ha'i,South Pacific (New Broadway Cast Recording (2008)),Kelli O'Hara
2518,Ol' Man River,Show Boat (Music Theater of Lincoln Center Cast Recording (1966)),Show Boat Ensemble (1966)
11066,In This Corner,Kinky Boots (Original Broadway Cast Recording),Kinky Boots Ensemble
11065,The History of Wrong Guys,Kinky Boots (Original Broadway Cast Recording),Kinky Boots Ensemble
6686,Pinball Wizard,The Who's Tommy (Original Broadway Cast Recording),Michael Cerveris
5113,West Side Story: Act I: America,Bernstein: West Side Story,Robert Dean
4018,America from West Side Story - Original Motion Picture Soundtrack,Bernstein: Greatest Hits,Leonard Bernstein
1687,I Bow Out,My Love Is Your Love,Whitney Houston
2095,I'm Still Breathing,The Heat,Toni Braxton
2096,Never Just For A Ring,The Heat,Toni Braxton
9645,So Simple (feat. Lellow),The Diary Of Alicia Keys,Alicia Keys
9646,Samsonite Man,The Diary Of Alicia Keys,Alicia Keys
6265,I Gotta Find Peace of Mind - Live,MTV Unplugged No. 2.0,Ms. Lauryn Hill
6264,Just Like Water - Live,MTV Unplugged No. 2.0,Ms. Lauryn Hill
8105,Hooray...,Heart/Works,Bastian's Happy Flight
1821,I Met A Girl,"Per Second, Per Second, Per Second... Every Second",Wheat
9377,"Hush, Hush, Hush.",This Fire,Paula Cole
9375,Road to Dead,This Fire,Paula Cole
4046,Como Estas (feat. Taino),Rappa Ternt Sanga,T-Pain
2928,Save the Day,My Private Nation,Train
9638,If You've Got Love,Kickin' It Up,John Michael Montgomery
10571,Princess,When Everything Meant Everything,Matt Nathanson
342,Yin Yang,Advanced Basics,USS (Ubiquitous Synergy Seeker)
5039,This Is The New Year (Glee Cast Version),"Glee: The Music, The Complete Season Four",Glee Cast
413,Sister Christian,Rock In Japan: Greatest Hits Live,Night Ranger
5145,Carol of the Bells,An Enchanted Christmas,Taylor Davis
3574,Love of a Woman,Down The Road I Go,Travis Tritt
2301,Better Off Alone,Katharine McPhee,Katharine McPhee
8538,I'm OK,Stripped,Christina Aguilera
791,Red,Closer to the Truth (Deluxe Edition),Cher
1291,Toxic,As Seen On TV,Alex & Sierra
1293,Say My Name,As Seen On TV,Alex & Sierra
1292,You're The One That I Want,As Seen On TV,Alex & Sierra
1296,Take Me,As Seen On TV,Alex & Sierra
671,Wildflowers - 2015 Remaster,Trio (Remastered),Linda Ronstadt
1127,A Tear for Eddie,Chocolate & Cheese,Ween
9584,Slow Like Honey,Tidal,Fiona Apple
8145,Julie,Freedom Highway,Rhiannon Giddens
8146,We Could Fly,Freedom Highway,Rhiannon Giddens
5183,Little Plastic Castle,Little Plastic Castle,Ani DiFranco
4886,Rocket - Live,Mirror Ball - Live & More,Def Leppard
6980,It's All Over,Singles Plus,Johnny Cash
651,Bang On The Drum All Day,Greatest Classics: With A Twist,Todd Rundgren
4146,Hopelessly Devoted To You (Glee Cast Version),Glee: The Music presents Glease,Glee Cast
1022,Under the Boardwalk,Beaches (Original Soundtrack Recording),Bette Midler
1619,Iko Iko,True Colors,Cyndi Lauper
4195,Dust in the Wind,Sweet Shadows,Daughter Darling
3003,Handy Man,JT,James Taylor
10649,There Goes Another Love Song,The Outlaws,The Outlaws
7732,Gator Country,Molly Hatchet,Molly Hatchet
6172,Love the One You're With,Stephen Stills,Stephen Stills
11353,Smoke Break (Interlude),3001: A Laced Odyssey,Flatbush Zombies
9198,Concrete Walls,Fever Ray,Fever Ray
9199,Now's The Only Time I Know,Fever Ray,Fever Ray
9135,Coconut,Fever Ray,Fever Ray
3066,The Build Up,Vows (Deluxe Version),Kimbra
9397,St. James Infirmary (Gambler's Blues) (Alternate Version),Satchmo Plays King Oliver,Louis Armstrong
4226,Lovers (Mei and Jin),House of Flying Daggers (Original Motion Picture Soundtrack),Shigeru Umebayashi
8657,You Already Know,Om Lounge (15 Year Anniversary Edition),Rithma
1020,Billy-A-Dick,For the Boys (Music from the Motion Picture),Bette Midler
2482,More Than A Feeling,More,No Mercy
10203,"The Outsiders - Live from Tulsa, OK, 10/15/09",Live Horses,NEEDTOBREATHE
10204,"Prisoner - Live from Charleston, SC, 4/17/10",Live Horses,NEEDTOBREATHE
10205,"Stones Under Rushing Water - Live from Houston, TX, 10/17/09",Live Horses,NEEDTOBREATHE
10206,"Let Us Love - Live from Des Moines, IA, 5/15/10",Live Horses,NEEDTOBREATHE
10207,"Valley of Tomorrow - Live at Plantation Studios, Charleston, SC, 9/20/10",Live Horses,NEEDTOBREATHE
11154,Gotta Serve Somebody,Slow Train Coming,Bob Dylan
2104,It Is Well With My Soul,Redemption Songs,Jars Of Clay
4791,Future / Past,Borderland,John Mark McMillan
4338,Spirit of the Living God,Fortunate Fall,Audrey Assad
3012,How Deep The Father's Love For Us,You Deliver Me,Selah
9159,Love You Like I Did,Room 112,112
1167,Lucifer's Eyes,Heaven EP,T.O.L.D.
2845,Thank God for the Rain,Taxi Driver,Bernard Herrmann
2847,A Reluctant Hero / Betsy / End Credits,Taxi Driver,Bernard Herrmann
2848,Diary of a Taxi Driver,Taxi Driver,Bernard Herrmann
2844,"Main Title (from ""Taxi Driver"")",Taxi Driver,Bernard Herrmann
9320,Memories of Green,Blade Runner (Music From The Original Soundtrack),Vangelis
9317,Wait for Me,Blade Runner (Music From The Original Soundtrack),Vangelis
9315,Main Titles,Blade Runner (Music From The Original Soundtrack),Vangelis
283,Theme from Twin Peaks-Fire Walk with Me,Twin Peaks: Fire Walk With Me - Soundtrack,Angelo Badalamenti
1653,I'd Like To Walk Around In Your Mind,Just Another Diamond Day,Vashti Bunyan
6890,Come To The City,Slave Ambient,The War On Drugs
6436,These Dreams of You - 2013 Remaster,Moondance,Van Morrison
8318,Truly,Cigarettes After Sex,Cigarettes After Sex
5719,Both Sides Now,Both Sides Now,Joni Mitchell
907,St. Louis Blues - previously unreleased,Time Out,The Dave Brubeck Quartet
908,Waltz Limp - previously unreleased,Time Out,The Dave Brubeck Quartet
909,Since Love Had Its Way - previously unreleased,Time Out,The Dave Brubeck Quartet
910,Koto Song - previously unreleased,Time Out,The Dave Brubeck Quartet
911,Pennies From Heaven - previously unreleased,Time Out,The Dave Brubeck Quartet
912,You Go to My Head,Time Out,The Dave Brubeck Quartet
913,Blue Rondo A La Turk - previously unreleased,Time Out,The Dave Brubeck Quartet
914,Take Five - previously unreleased,Time Out,The Dave Brubeck Quartet
712,Peace,Rebirth,Billy Childs
6954,Honeysuckle Rose,Taking A Chance On Love,Jane Monheit
6955,In The Still Of The Night,Taking A Chance On Love,Jane Monheit
6956,Taking a Chance on Love,Taking A Chance On Love,Jane Monheit
6957,Bill,Taking A Chance On Love,Jane Monheit
6958,I Won't Dance (feat. Michael Bublé),Taking A Chance On Love,Jane Monheit
6959,Too Late Now,Taking A Chance On Love,Jane Monheit
6960,Why Can't You Behave?,Taking A Chance On Love,Jane Monheit
6961,Do I Love You?,Taking A Chance On Love,Jane Monheit
6962,Love Me Or Leave Me,Taking A Chance On Love,Jane Monheit
6963,"Embraceable You (From ""Girl Crazy"")",Taking A Chance On Love,Jane Monheit
6964,Dancing in the Dark (from The Band Wagon),Taking A Chance On Love,Jane Monheit
6965,Over the Rainbow,Taking A Chance On Love,Jane Monheit
705,Backwards Bop,Rebirth,Billy Childs
706,Rebirth,Rebirth,Billy Childs
707,Stay,Rebirth,Billy Childs
708,Dance of Shiva,Rebirth,Billy Childs
709,Tightrope,Rebirth,Billy Childs
710,The Starry Night,Rebirth,Billy Childs
711,The Windmills of Your Mind,Rebirth,Billy Childs
11176,The Girl You Think I Am,Storyteller,Carrie Underwood
7885,FAKE,SATURATION,BROCKHAMPTON
7888,CASH,SATURATION,BROCKHAMPTON
7886,SWIM,SATURATION,BROCKHAMPTON
8618,TEETH,SATURATION II,BROCKHAMPTON
7874,I Need More,508-507-2209,Joyner Lucas
8478,TOKYO,SATURATION II,BROCKHAMPTON
7868,Keep It 100,508-507-2209,Joyner Lucas
5102,Cilvia Demo,Cilvia Demo,Isaiah Rashad
5107,Menthol (feat. Jean Deaux),Cilvia Demo,Isaiah Rashad
5100,Hereditary,Cilvia Demo,Isaiah Rashad
8480,JESUS,SATURATION II,BROCKHAMPTON
7877,One Lonely Night,508-507-2209,Joyner Lucas
7871,Just Because,508-507-2209,Joyner Lucas
5132,Need,Close: Live At McClain's,Tyrone Wells
5133,Baby Don't You Change,Close: Live At McClain's,Tyrone Wells
5134,Happy As The Sun,Close: Live At McClain's,Tyrone Wells
5135,Jealous Man,Close: Live At McClain's,Tyrone Wells
5136,Fly,Close: Live At McClain's,Tyrone Wells
5137,Tyrone Yodels,Close: Live At McClain's,Tyrone Wells
5138,Better Off Without You,Close: Live At McClain's,Tyrone Wells
5140,Hate Song,Close: Live At McClain's,Tyrone Wells
5141,No Good Without You,Close: Live At McClain's,Tyrone Wells
5142,Sea Breeze,Close: Live At McClain's,Tyrone Wells
5143,Tyrone Talks,Close: Live At McClain's,Tyrone Wells
